20090721,00:00:00,00:39:59
20090721,00:59:59,01:40:00
20090721,02:00:00,02:20:00
20090721,02:40:00,02:40:00
20090721,03:00:00,03:39:59
20090721,03:59:59,04:40:00
20090721,05:40:00,05:40:00
20090721,06:00:00,06:39:59
20090721,06:59:59,07:40:00
20090721,08:00:00,08:40:00
20090721,09:00:00,09:39:59
20090721,09:59:59,10:40:00
20090721,11:00:00,11:40:00
20090721,12:00:00,12:39:59
20090721,12:59:59,13:40:00
20090721,14:00:00,14:09:59
20090721,14:29:59,14:40:00
20090721,15:10:00,15:39:59
20090721,15:59:59,16:10:00
20090721,20:00:00,20:40:00
20090721,21:10:00,21:39:59
20090721,21:59:59,21:59:59
20090721,22:19:59,22:40:00
20090721,23:00:00,23:09:59
20090722,00:00:00,00:39:59
20090722,00:59:59,01:40:00
20090722,02:00:00,02:40:00
20090722,03:00:00,03:39:59
20090722,03:59:59,04:44:59
20090722,05:00:00,05:40:00
20090722,06:00:00,06:39:59
20090722,06:59:59,07:40:00
20090722,08:00:00,08:40:00
20090722,09:00:00,09:39:59
20090722,09:59:59,10:40:00
20090722,11:00:00,12:59:59
20090722,13:19:59,18:10:00
20090722,18:30:00,19:10:00
20090722,19:40:00,20:09:59
20090722,20:40:00,20:40:00
20090722,21:00:00,21:59:59
20090722,22:19:59,23:00:00
20090723,00:00:00,14:29:59
20090723,15:10:00,18:10:00
20090723,18:30:00,20:00:00
20090723,20:40:00,21:19:59
20090723,21:59:59,22:10:00
20090723,22:30:00,23:00:00
20090723,23:20:00,23:20:00
20090724,00:00:00,03:30:00
20090724,03:50:00,07:49:59
20090724,08:20:00,15:30:00
20090724,15:50:00,20:00:00
20090724,20:20:00,20:49:59
20090724,21:19:59,22:49:59
20100214,00:10:00,00:19:59
20100214,00:50:00,02:00:00
20100214,02:29:59,03:50:00
20100214,04:10:00,04:10:00
20100214,04:40:00,05:29:59
20100214,05:49:59,06:19:59
20100214,06:50:00,07:30:00
20100214,07:49:59,08:09:59
20100214,08:26:00,13:10:00
20100214,13:30:00,13:49:59
20100214,14:03:59,14:09:59
20100214,14:49:59,15:19:59
20100214,15:39:59,16:49:59
20100214,17:09:59,17:09:59
20100214,17:40:00,20:40:00
20100214,20:53:00,22:10:00
20100214,22:30:00,22:40:00
20100215,00:00:00,00:30:00
20100215,00:50:00,06:30:00
20100215,06:50:00,07:30:00
20100215,07:49:59,22:10:00
20100216,00:00:00,00:30:00
20100216,00:50:00,06:30:00
20100216,06:50:00,06:50:00
20100216,07:10:00,07:19:59
20100216,07:49:59,13:40:00
20100216,14:00:00,14:29:59
20100216,14:49:59,15:10:00
20100216,15:30:00,15:59:59
20100216,16:19:59,16:40:00
20100216,17:00:00,19:10:00
20100216,20:00:00,21:19:59
20100217,00:00:00,02:00:00
20100217,02:20:00,06:00:00
20100217,06:19:59,15:50:00
20100217,16:24:59,22:30:00
20100405,00:00:59,00:39:59
20100405,00:59:59,01:40:00
20100405,02:00:00,02:40:00
20100405,03:00:00,03:39:59
20100405,03:59:59,04:47:00
20100405,05:00:00,05:40:00
20100405,06:00:00,06:39:59
20100405,06:59:59,07:40:00
20100405,08:00:00,08:40:00
20100405,09:00:00,09:39:59
20100405,09:59:59,09:59:59
20100405,10:19:59,10:40:00
20100405,11:09:59,11:40:00
20100405,12:00:00,12:10:00
20100405,12:30:00,12:39:59
20100405,12:59:59,13:40:00
20100405,14:00:00,14:40:00
20100405,15:00:00,15:39:59
20100405,17:40:00,17:40:00
20100405,18:00:00,18:39:59
20100405,18:59:59,19:40:00
20100405,20:00:00,20:40:00
20100405,21:00:00,21:39:59
20100405,22:10:00,22:10:00
20100405,22:40:00,22:40:00
20100406,00:00:00,00:39:59
20100406,00:59:59,01:40:00
20100406,02:09:59,02:40:00
20100406,03:00:00,03:39:59
20100406,03:59:59,04:44:00
20100406,05:00:00,05:40:00
20100406,06:00:00,06:39:59
20100406,06:59:59,07:40:00
20100406,08:00:00,08:40:00
20100406,09:00:00,09:39:59
20100406,09:59:59,10:40:00
20100406,11:00:00,11:14:00
20100406,11:29:59,11:40:00
20100406,12:00:00,12:39:59
20100406,12:59:59,13:10:00
20100406,13:30:00,13:30:00
20100406,14:00:00,14:40:00
20100406,15:19:59,15:19:59
20100406,15:39:59,15:39:59
20100406,16:10:00,16:40:00
20100406,17:00:00,17:40:00
20100406,18:10:00,18:39:59
20100406,18:59:59,19:40:00
20100406,20:00:00,20:40:00
20100406,21:00:00,21:39:59
20100406,22:10:00,22:40:00
20100407,00:00:00,00:39:59
20100407,00:59:59,01:40:00
20100407,02:00:00,02:40:00
20100407,03:00:00,03:39:59
20100407,03:59:59,04:40:00
20100407,05:00:00,05:40:00
20100407,06:00:00,06:39:59
20100407,06:59:59,07:40:00
20100407,08:00:00,08:40:00
20100407,09:00:00,09:39:59
20100407,09:59:59,10:40:00
20100407,11:00:00,11:40:00
20100407,12:00:00,12:39:59
20100407,12:59:59,12:59:59
20100407,13:30:00,13:40:00
20100407,14:00:00,14:40:00
20100407,15:00:00,15:39:59
20100407,15:59:59,16:40:00
20100407,17:00:00,17:40:00
20100407,18:00:00,18:19:59
20100407,20:15:00,20:40:00
20100407,21:00:00,21:39:59
20100407,21:59:59,22:19:59
20100407,22:40:00,22:47:59
20100408,00:00:00,00:19:59
20100408,00:59:59,01:10:00
20100408,01:40:00,01:40:00
